H3k4me3	H3k27me3	measured_log2
5.772	1.78260544	4.73
5.608	1.76813327	2.86923
2.314	-0.21139536	-5.05889
5.072	0.72737199	5.5272
4.413	4.85017431	-2.78087
5.281	1.42106947	5.52177
3.118	-0.24554094	-0.06789
2.162	0.5446352	-5.05889
4.763	1.84274937	3.45981
3.674	2.00257272	2.27006
5.736	-0.24554094	3.38999
2.132	0.93064611	-5.05889
4.152	1.41889127	-3.51042
2.162	0.3763398	-5.05889
2.439	0.15470823	-5.05889
4.948	0.10679381	2.57977
4.96	0.52957057	1.36238
3.345	0.52957057	3.1102
2.162	-0.24554094	-5.05889
6.254	1.13953463	8.58005
5.494	-0.24554094	6.29702
2.175	-0.24554094	-1.64946
5.437	0.99493408	0.90924
3.295	1.35822715	-0.25407
2.281	2.83377246	-5.05889
5.676	0.2237209	1.11558
5.714	1.31846694	5.45116
3.636	3.18667795	1.36238
1.966	-0.24554094	-5.05889
4.435	0.57918446	4.62249
2.162	0.48757429	-2.29863
3.408	0.52147138	0.31358
5.413	-0.24554094	2.99996
5.151	4.31345625	1.73199
3.536	1.1168634	-5.05889
2.059	1.78683448	-5.05889
5.614	-0.24554094	4.62923
4.026	2.89206057	-5.05889
5.498	0.53158803	0.37911
2.486	5.57872741	-5.05889
2.198	1.15924131	-5.05889
4.395	-0.24554094	2.37014
4.288	1.5815872	-0.58798
2.272	0.52957057	-5.05889
2.277	0.54862548	-5.05889
5.22	1.24719806	5.6401
5.342	0.08222769	1.39443
5.77	-0.24381434	5.19326
2.383	0.64682758	-5.05889
2.405	0.52957057	-5.05889
5.92	-0.07313452	5.0697
4.304	0.15862975	2.76277
4.962	0.52957057	1.15353
3.609	-0.24554094	-3.51042
4.143	-0.24554094	-5.05889
6.127	1.10810252	6.53034
5.243	2.67763215	3.96026
4.279	1.49272971	-3.51042
5.763	-0.23692847	8.70948
5.973	-0.22495677	2.27006
5.684	0.51230524	5.34241
4.762	1.04664434	2.63447
2.083	1.04099022	-5.05889
3.289	-0.02934736	2.84624
5.544	-0.24554094	3.75341
5.66	-0.24554094	6.54022
4.419	-0.24554094	4.49156
5.554	0.44431877	-1.40923
2.081	1.20799868	-5.05889
5.66	0.91526807	4.8959
2.512	-0.24554094	-1.64946
4.195	4.49373695	-2.78087
3.307	0.93522548	-5.05889
4.868	-0.06549035	5.40274
2.1	0.53561551	-5.05889
6.166	-0.11040534	5.69259
3.786	4.89714357	-5.05889
4.795	-0.24554094	8.22322
5.121	0.17679312	-0.86311
5.867	0.43032752	9.28162
3.32	-0.24554094	-5.05889
2.616	6.67329493	-5.05889
4.483	3.63825917	3.90014
2.889	0.52957057	-5.05889
2.652	1.17223113	-5.05889
5.601	-0.24554094	5.31546
3.381	0.49379637	0.95294
3.95	0.83503755	-5.05889
5.97	0.79192112	6.10097
5.632	1.42106947	-5.05889
5.419	-0.24554094	1.19051
4.36	-0.24554094	5.76945
6.286	0.52552716	-5.05889
4.765	0.52856078	4.04346
3.531	2.71717069	3.17621
4.533	0.44217541	3.04103
4.493	0.44538925	3.49718
5.952	0.52957057	3.32497
4.444	2.34076718	-1.40923
5.622	-0.24554094	4.32281
3.188	1.1715844	-5.05889
5.651	0.47923518	4.65592
2.737	2.6516601	-0.719
5.463	-0.24554094	2.28723
6.07	0.27761164	4.62586
5.7	-0.19128931	-5.05889
5.687	0.45072981	7.18209
3.021	0.77413676	-0.15798
5.346	0.82520148	6.12623
3.51	1.75696326	2.40202
4.951	-0.23864687	3.58312
2.398	0.8713378	-5.05889
5.225	-0.24554094	4.39586
2.469	1.12824025	-5.05889
5.154	0.73088899	3.01034
4.097	1.43784531	-2.78087
6.022	-0.016024	2.1625
2.16	0.87372538	-5.05889
2.202	0.94434083	-5.05889
1.954	0.09865194	-5.05889
4.343	1.25576626	-5.05889
5.812	1.08767971	3.89456
4.766	0.32142071	1.51594
4.503	3.16701736	-5.05889
4.028	1.86292324	-1.02322
3.385	2.4213255	1.45646
4.707	1.81899346	-2.29863
3.515	1.87051444	-1.40923
1.979	4.74199001	-5.05889
1.954	1.66667001	-5.05889
3.257	0.93293761	-1.40923
4.418	4.23854227	-5.05889
5.476	-0.24554094	4.40769
2.392	1.00876615	-5.05889
5.778	0.69172752	4.04346
1.954	-0.24554094	1.45646
3.823	1.41670977	1.42578
3.081	-0.24381434	2.82288
3.722	-0.23178557	-0.86311
6.073	0.52248615	4.12213
5.72	0.85370465	5.83075
4.351	0.73176669	3.90014
4.732	1.56838214	2.70004
1.994	0.7681593	-5.05889
2.385	1.23672494	-1.93783
3.195	2.11818676	-5.05889
5.974	0.74051527	-5.05889
5.443	-0.24554094	3.1854
5.902	-0.04730642	4.94271
4.873	1.14876459	3.43691
2.384	1.32371562	-5.05889
6.28	-0.24554094	2.56577
2.162	-0.24554094	-5.05889
3.913	1.58839178	-1.64946
5.529	-0.24554094	5.64677
3.908	0.22870476	0.61499
5.676	-0.19128931	4.87049
5.793	0.87928188	4.81237
5.675	0.95865671	-0.58798
2.162	-0.24554094	-0.46788
3.895	6.02346827	-5.05889
4.96	0.69172752	-0.58798
6.154	-0.21139536	4.29761
4.427	2.8772612	-5.05889
5.625	0.5184228	3.69671
2.254	0.06839629	-5.05889
4.988	-0.24554094	5.17953
5.567	1.22368169	4.7549
2.294	2.13254706	-5.05889
5.3	0.87372538	3.79603
3.492	0.95865671	1.65472
4.841	-0.24554094	1.19051
5.315	0.49999276	1.75686
3.782	0.57527792	1.48651
3.883	1.01958768	-5.05889
4.552	0.18450687	-5.05889
2.375	0.53158803	3.35785
5.245	1.15139091	4.39586
5.724	0.56841495	4.91811
2.155	0.35256924	-5.05889
4.326	0.74486932	-0.86311
5.487	-0.1616459	5.26435
4.931	0.64123291	-1.20336
5.502	1.22742038	3.75341
5.635	0.49793059	6.72484
1.954	1.25515593	-5.05889
2.848	0.00591081	-1.40923
4.359	-0.08082094	5.55227
5.28	0.07947091	0.81767
3.468	1.41507147	3.41365
5.759	-0.22836714	0.90924
2.922	0.52957057	2.04628
3.864	-0.1665445	-5.05889
4.92	0.76129758	5.73389
5.756	-0.22155445	3.91679
4.385	0.95865671	6.35517
3.553	-0.24554094	1.45646
3.445	-0.24554094	0.37911
2.005	4.28943608	-5.05889
5.486	0.52957057	0.86418
5.046	-0.1813404	1.94172
5.812	-0.24554094	8.96625
3.642	0.43032752	5.04719
5.217	0.47923518	3.75958
2.308	0.19600197	0.86418
5.647	0.85370465	3.5408
2.244	1.27937588	-2.78087
3.639	-0.1813404	-5.05889
2.162	0.69082512	-5.05889
6.412	0.71410874	5.73075
4.04	0.62620498	-5.05889
2.184	0.90051286	-5.05889
5.451	1.06277759	3.72219
2.206	1.40024251	-1.64946
2.702	0.96613471	-5.05889
2.546	4.26947453	-0.35702
2.297	0.26311311	-5.05889
1.954	-0.24554094	0.76961
2.31	-0.24554094	-5.05889
5.055	0.93293761	4.42331
5.007	1.34681479	3.48979
3.894	0.8152979	3.69027
5.914	1.05578529	-0.719
5.657	1.16704923	6.87862
1.954	1.65607504	-5.05889
3.159	-0.24554094	3.06114
5.767	-0.24554094	4.64264
4.977	-0.19796024	4.00765
4.02	0.95640573	-0.46788
2.479	1.70203666	-5.05889
5.825	0.844807	3.73476
3.268	0.94963164	-0.25407
2.559	1.50304819	-5.05889
4.948	-0.24554094	5.2181
6.198	2.23113114	5.92838
3.952	0.75957725	-5.05889
5.719	1.22118384	3.84323
5.321	0.52957057	4.78241
4.3	2.07076007	-1.02322
3.42	1.35196153	3.59005
2.363	1.86252259	-5.05889
3.709	1.47448768	-2.78087
2.211	-0.24554094	-5.05889
2.838	2.99032492	-2.78087
2.114	1.63699319	-5.05889
3.799	1.34681479	3.32497
5.897	-0.24554094	6.67597
5.715	-0.24554094	-5.05889
5.675	0.65518004	4.3598
2.469	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.784	0.59180909	-5.05889
2.924	1.83092031	-5.05889
1.966	0.52957057	-5.05889
5.159	0.42599574	0.37911
5.899	-0.24554094	2.3042
5.07	0.54862548	5.53261
5.596	-0.22155445	1.11558
4.918	0.57625555	4.02822
5.22	-0.24554094	8.00675
1.996	1.63839801	-5.05889
1.954	2.28863008	-5.05889
1.954	0.74660726	-5.05889
4.937	-0.24554094	1.03655
5.219	0.52957057	7.56836
1.954	1.69305175	-5.05889
3.798	0.01459305	5.95683
2.003	1.33588879	-5.05889
2.124	0.69262936	-5.05889
5.801	0.41729189	3.03087
2.581	-0.24554094	-5.05889
5.382	-0.1616459	1.26173
1.954	1.05087044	-5.05889
6.031	-0.18796538	4.49156
5.649	0.46663596	4.1269
2.311	1.95149062	-5.05889
5.685	-0.24554094	6.55003
5.997	1.57230736	1.82898
6.001	0.52957057	5.1328
2.098	0.52957057	-5.05889
2.016	1.32255089	-5.05889
5.765	0.51434799	3.16697
5.905	0.70519805	2.27006
2.009	0.81446959	-5.05889
5.727	0.15470823	3.88331
5.228	0.52755028	9.22343
4.113	1.55108257	1.62801
5.677	1.21492022	-5.05889
3.727	5.51077206	-2.78087
4.028	1.12222839	-1.02322
4.539	0.70251346	0.99535
4.772	-0.24554094	3.83741
3.059	6.53994354	-5.05889
2.413	0.45923484	-1.93783
5.822	0.76644714	2.23509
5.43	-0.22836714	-5.05889
5.842	-0.24554094	5.41255
5.706	0.03180093	3.56211
5.436	-0.24554094	3.02064
3.046	1.68128709	2.4177
4.559	0.23861992	4.1077
5.06	1.04311311	4.62923
6.443	1.18958388	4.06353
4.329	0.8609441	3.28279
3.07	0.52755028	-0.35702
4.48	0.52147138	4.23704
5.155	0.93598729	4.82712
5.24	1.38414348	1.15353
5.084	-0.24208979	2.08607
2.333	-0.00282401	2.79914
5.585	1.2205587	-5.05889
4.18	0.92528508	5.47757
4.496	1.65237152	2.33755
5.676	0.42491076	5.26868
4.504	1.76212743	0.37911
5.709	0.76129758	0.76961
4.226	0.80449098	-0.86311
5.181	-0.24554094	1.07661
2.352	0.39419194	-5.05889
5.538	-0.24554094	3.32497
5.447	0.07394423	1.94172
2.347	0.44645895	-5.05889
2.367	1.68763383	-5.05889
5.002	-0.24554094	1.19051
6.153	-0.24554094	10.93912
2.393	1.32021862	-5.05889
5.505	-0.24554094	7.51561
4.567	1.24043002	2.25268
4.589	1.88558196	2.79914
1.954	2.00837912	-5.05889
3.79	1.98574431	-0.25407
6.382	-0.24554094	2.04628
5.205	0.55161097	7.46934
5.574	0.34570573	0.86418
1.972	-0.24554094	-5.05889
4.081	-0.23864687	4.37995
4.979	2.1520242	-1.64946
5.24	0.52957057	-1.93783
4.356	0.04880598	4.92086
5.935	0.53561551	5.14227
6.202	-0.24554094	4.1269
5.676	-0.24554094	5.16799
5.598	0.04880598	1.07661
5.681	0.78347967	6.28318
2.344	1.96387339	-5.05889
5.501	0.52147138	4.96955
4.396	3.10959115	-1.20336
5.169	-0.24554094	6.06034
4.77	-0.24554094	1.42578
2.276	0.10679381	-5.05889
4.759	-0.24554094	2.00536
4.708	0.4968984	2.06631
6.002	0.52957057	5.72131
5.173	0.16774002	3.6838
1.954	1.76299059	-5.05889
4.785	-0.24554094	2.25268
5.107	1.20040985	1.26173
5.582	1.01814949	2.85778
2.895	1.22180871	-5.05889
4.799	3.76618164	0.50187
2.84	5.63693486	-5.05889
5.7	-0.24208979	5.6233
5.142	1.53658981	2.67417
5.922	0.38082414	4.6658
2.241	0.52451454	-5.05889
5.77	-0.24554094	7.58928
5.613	0.52957057	8.7849
5.87	-0.24554094	0.99535
5.763	0.52957057	0.61499
6.162	-0.24554094	0.37911
6.162	0.64123291	2.68717
6.028	1.27275747	4.06851
2.983	1.73436906	-5.05889
4.879	3.5614605	-5.05889
1.954	-0.24554094	-5.05889
5.997	-0.19128931	5.79519
4.83	0.37296821	-2.29863
5.738	-0.24554094	7.92408
5.943	-0.08082094	3.88894
5.857	0.56644837	4.31446
5.967	0.28241189	7.06935
5.408	0.59084195	3.28279
5.526	0.01459305	2.10556
2.483	0.30381986	1.22656
6.137	1.31084583	2.63447
3.266	0.60815393	1.22656
3.326	3.56047034	-0.86311
5.625	-0.24554094	1.60079
5.413	0.88007381	3.5408
1.983	0.8342205	-5.05889
4.98	3.96776802	-1.02322
4.78	1.32952518	2.25268
6.104	0.66991068	0.55954
1.954	1.55505509	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
4.214	5.44183865	-1.93783
5.606	0.39308277	3.92778
5.185	1.84640484	1.73199
4.858	-0.24554094	5.03454
4.581	4.40901745	-2.29863
2.162	0.40083022	-5.05889
5.621	-0.24554094	5.10644
3.213	-0.24554094	-5.05889
4.433	-0.13100282	5.60287
5.36	3.13087479	2.53735
5.257	0.85128368	2.21728
2.042	1.21366423	-5.05889
4.944	2.38216906	-0.35702
5.224	0.05723462	5.44543
5.992	-0.24554094	7.60862
5.869	0.67356951	1.73199
5.788	0.50616264	8.24673
3.005	1.62286452	-1.93783
1.954	-0.24554094	-5.05889
4.741	-0.24554094	6.77743
4.867	-0.24554094	1.36238
4.96	0.95865671	5.67802
2.165	-0.24554094	-5.05889
5.598	0.51026061	5.40863
2.265	0.68901861	-5.05889
2.315	1.242279	-5.05889
2.273	1.04382005	0.50187
5.212	0.95865671	4.64929
5.609	1.58061318	5.69902
4.689	3.02922307	-5.05889
5.643	1.25148852	1.70669
5.706	0.52957057	4.52452
4.487	2.6109739	-3.51042
4.777	0.86174616	-5.05889
4.897	0.89973207	0.55954
3.307	0.55855415	1.62801
1.992	0.08222769	-5.05889
3.498	0.52957057	4.6393
3.416	0.76730348	1.60079
4.452	1.13023865	-1.40923
3.757	0.52957057	2.25268
5.801	0.2237209	3.14829
2.041	1.01886876	-5.05889
5.817	-0.21477378	3.69027
5.324	0.43032752	0.99535
5.52	1.13289888	0.76961
5.028	-0.24554094	3.48234
4.228	1.2757696	1.32961
6.616	1.56985535	5.65506
5.043	0.52957057	6.52039
4.726	-0.24554094	0.99535
5.134	1.23857867	4.08823
6.1	-0.24554094	3.65763
5.145	-0.24554094	5.99913
2.061	0.68267708	-5.05889
5.467	0.23118964	5.61141
3.505	0.98539803	-5.05889
5.108	0.82520148	4.90982
2.334	1.39082695	-1.93783
2.052	0.84155813	-5.05889
5.445	2.46209669	-0.35702
1.968	0.66440407	-5.05889
4.644	-0.24554094	5.84097
4.89	2.42186944	0.50187
4.694	0.07394423	-0.25407
5.948	0.3120604	4.68212
1.954	1.21993329	-5.05889
4.762	1.50510306	2.95769
2.099	0.52957057	-5.05889
4.417	3.35592534	-5.05889
5.116	0.2237209	3.48979
5.845	1.26671427	5.41255
4.772	-0.24554094	0.09699
5.659	0.57429963	3.72219
4.6	-0.24554094	4.86192
4.76	-0.24554094	2.35394
4.919	1.09178747	2.62099
5.638	0.30381986	5.03454
4.415	-0.24554094	-5.05889
4.91	0.86894547	0.66839
4.704	0.10679381	2.78712
5.336	1.45548608	3.28279
2.187	0.567432	-5.05889
1.995	1.42920858	1.60079
3.689	5.67835927	-5.05889
6.105	0.95490312	3.92778
2.047	1.61954892	-5.05889
3.39	5.47074832	-5.05889
1.954	0.52653908	-5.05889
5.677	1.02245976	3.26556
4.013	2.86431086	-1.64946
1.954	-0.10412637	-5.05889
4.12	2.9978234	-0.719
4.342	4.34362808	0.17286
4.022	1.98795001	-0.06789
5.978	0.52957057	1.75686
4.806	0.45179555	1.32961
5.752	-0.24554094	3.92229
5.131	0.29077526	4.11252
5.784	-0.24554094	5.92565
5.071	1.85004707	-1.93783
3.611	0.52957057	4.73313
4.665	3.17430086	-5.05889
5.612	0.94509785	8.10049
2.162	0.77498854	-5.05889
5.638	0.40633798	4.32281
5.235	3.63883837	1.98446
5.289	2.60619334	-0.25407
6.825	0.39308277	4.29336
4.9	0.33187884	-0.06789
4.302	1.87965067	-5.05889
5.817	0.17808161	8.32286
3.459	1.8808381	-0.58798
4.9	-0.24554094	3.74723
4.386	0.94434083	5.68127
5.12	-0.24554094	0.86418
6.797	0.91449523	-1.40923
5.543	0.91526807	5.91464
4.822	3.60018642	0.50187
4.7	1.25332339	0.37911
5.196	0.66991068	-5.05889
4.85	2.30553268	2.32097
5.336	-0.24554094	4.57083
5.516	0.52957057	3.2742
4.384	4.40901745	1.75686
5.196	1.28417028	5.6233
3.466	4.24616479	-5.05889
5.202	-0.23521213	1.42578
3.119	0.09046251	-5.05889
1.954	-0.24554094	-5.05889
5.457	-0.18630628	3.33325
3.954	-0.24554094	0.66839
2.094	0.57820881	-5.05889
4.521	3.62414763	-1.93783
5.864	-0.24554094	4.15523
5.517	-0.23521213	-2.29863
5.67	1.17932598	2.88059
5.912	1.537594	3.52639
6.069	-0.24554094	5.56992
5.549	-0.24554094	4.08332
4.659	4.5069319	-5.05889
5.278	2.70671829	0.71989
6.186	0.95038589	5.34651
1.963	0.32375104	-5.05889
4.417	0.92911642	5.3506
3.815	3.08507099	1.78131
3.794	3.78311081	-5.05889
3.295	3.77972192	-1.20336
5.948	0.37970464	3.5408
5.388	-0.24554094	2.95769
2.311	1.42106947	-5.05889
4.97	0.66899452	1.82898
5.677	-0.12781478	11.5553
4.455	1.19468561	3.39793
4.591	0.26796176	-2.29863
5.668	-0.02637629	6.65711
5.723	0.98245113	4.90705
4.177	0.69802948	2.49363
2.413	1.09656511	-5.05889
2.524	-0.24554094	-5.05889
5.81	-0.24554094	3.05112
2.142	-0.20634252	-5.05889
4.813	-0.24554094	2.49363
2.108	0.95865671	-1.93783
4.055	3.12336979	-5.05889
6.261	0.02035137	-0.719
5.762	0.90752098	5.56465
2.13	0.52957057	-5.05889
5.207	0.28958362	1.57306
5.073	0.27761164	2.21728
5.172	3.29026064	1.03655
5.478	1.37911047	3.98151
5.069	0.33880828	2.70004
4.094	1.1168634	0.86418
3.999	0.52957057	1.98446
3.568	2.10774459	-0.06789
5.881	-0.08854745	4.87901
2.114	0.06421992	-5.05889
1.954	0.52957057	-5.05889
1.958	-0.23864687	-5.05889
4.316	0.87372538	-0.86311
4.776	0.96090418	1.94172
2.764	2.11179569	-5.05889
6.192	1.48961972	0.76961
5.429	0.59084195	-5.05889
4.951	0.52957057	1.87514
5.285	0.77923993	-5.05889
3.754	0.52957057	7.87524
3.921	-0.21816013	1.39443
5.936	-0.24554094	6.56507
5.728	0.95865671	2.71281
2.138	0.58308044	-5.05889
5.596	-0.05183059	2.56577
4.757	3.76993033	3.8139
5.912	-0.24554094	3.03087
2.315	1.498414	-5.05889
3.805	0.13094993	5.82342
5.683	3.65327783	-2.29863
3.756	-0.21816013	-1.02322
4.666	1.44695991	-5.05889
1.984	0.94585447	-5.05889
5.086	0.64682758	2.56577
5.122	0.95865671	4.57783
5.599	0.52957057	5.09673
5.119	0.94736653	5.2773
2.814	0.01170382	1.51594
5.879	0.51638683	4.52452
4.749	0.33880828	3.48234
2.41	1.22180871	-5.05889
6.053	1.58839178	6.70501
5.01	-0.01161057	4.5638
4.886	0.52957057	5.71656
4.751	-0.24554094	-1.40923
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
5.732	1.30908272	1.03655
5.427	-0.23692847	0.24494
4.18	0.6129266	2.64783
3.783	2.80110887	0.76961
1.998	-0.24554094	-5.05889
6.399	0.475048	4.94811
3.464	0.3249148	0.55954
6.209	1.23486882	6.51128
2.599	-0.24554094	-5.05889
5.286	-0.23692847	4.31863
5.673	0.11892242	0.55954
1.954	2.78364931	-5.05889
5.697	-0.24554094	3.96026
5.3	-0.22836714	4.5638
2.258	-0.04580002	-5.05889
4.787	0.78432596	3.81982
2.163	-0.0368034	-5.05889
3.655	0.65425447	2.52292
5.629	0.52957057	1.48651
1.954	-0.24554094	-5.05889
2.414	-0.24554094	-5.05889
5.582	0.47714311	4.97486
3.889	3.96310411	-5.05889
2.272	1.4319168	-5.05889
4.114	-0.24554094	6.86295
4.058	-0.24554094	0.17286
4.406	1.07597715	0.50187
3.18	0.52957057	4.07346
4.405	1.8713112	0.81767
4.157	-0.24554094	0.95294
3.304	2.65998607	-0.719
4.687	-0.24554094	5.31337
1.954	-0.22836714	-5.05889
2.159	0.14683175	-5.05889
3.968	-0.24554094	-3.51042
1.954	0.69623198	-3.51042
2.48	-0.24554094	-5.05889
3.927	-0.24554094	2.90304
4.558	-0.24554094	3.33325
4.425	0.55459127	0.09699
4.247	0.52957057	2.06631
3.067	1.00296131	7.1289
2.187	0.52957057	-5.05889
5.676	-0.15514042	7.82395
4.911	0.51434799	3.38203
2.228	-0.24554094	-3.51042
4.992	-0.24554094	1.68094
2.162	0.42491076	-5.05889
4.555	1.30908272	-1.02322
1.954	-0.016024	-5.05889
5.495	-0.24554094	5.75872
4.541	-0.24554094	0.09699
1.97	-0.24554094	-5.05889
4.201	-0.24554094	2.19925
4.534	0.34570573	4.94541
4.024	-0.24554094	3.76572
3.672	-0.24554094	1.42578
2.204	0.29553198	-5.05889
1.954	-0.24554094	-5.05889
2.308	-0.24554094	-5.05889
4.181	-0.24554094	0.24494
5.199	-0.24554094	5.08205
4.148	1.61527478	-2.29863
1.954	-0.24554094	-5.05889
4.698	2.32660334	-0.35702
5.982	0.84237103	5.93385
2.169	0.16254194	-5.05889
2.159	-0.03829895	-5.05889
4.775	1.45601729	1.03655
4.112	0.76215698	6.15458
5.281	0.62431567	2.12479
3.507	1.93976423	-2.29863
5.947	1.28476846	6.68572
3.994	2.72777007	-0.86311
5.398	1.12690644	3.71586
6.017	-0.24554094	4.89029
6.073	-0.21816013	2.33755
5.725	-0.09631588	7.38163
5.924	0.43140951	1.70669
2.226	1.45760977	-5.05889
2.026	1.19914115	-5.05889
4.47	0.36053673	-0.46788
6.219	0.33071954	5.81308
2.086	-0.24554094	-5.05889
5.528	0.95415123	3.80201
1.954	0.74834398	-5.05889
3.909	4.45139573	-5.05889
2.016	0.52957057	-5.05889
1.954	1.42052523	-5.05889
5.877	0.99127382	2.08607
4.991	-0.24554094	2.78712
1.954	-0.24554094	-5.05889
4.798	1.31670734	0.50187
5.733	-0.24554094	5.84677
5.676	0.95865671	4.70785
2.54	1.26307616	-5.05889
1.954	2.05856569	-5.05889
5.752	-0.24554094	1.65472
2.315	1.36049883	-3.51042
2.315	0.67448276	-2.78087
5.084	0.53561551	4.39191
5.955	-0.24554094	3.98151
2.526	1.04734955	2.23509
5.504	-0.08082094	3.2036
2.282	-0.24554094	-1.64946
3.644	2.23113114	-1.02322
5.399	-0.24554094	4.86192
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-0.719
4.522	5.42890949	-5.05889
6.175	0.2373844	3.75958
4.497	-0.24554094	6.01982
5.448	1.41288418	4.78241
5.594	0.94509785	3.32497
5.191	0.52957057	3.77183
5.427	0.38640866	-3.51042
4.876	1.92947268	3.84902
5.434	0.7256107	3.36596
5.363	0.43572509	6.65958
3.609	0.05723462	1.98446
4.204	0.63185905	1.07661
3.543	-0.24554094	3.4292
5.91	1.067659	2.60738
5.163	1.01742986	1.03655
5.812	1.33934805	-5.05889
5.382	2.13818847	4.95081
6.363	0.37296821	5.91878
5.336	-0.24554094	3.8257
5.223	0.12294363	4.31026
5.931	-0.24554094	4.21478
5.423	1.09792725	2.06631
5.513	-0.24554094	1.60079
5.509	1.41616387	1.94172
2.415	0.52957057	-5.05889
2.239	-0.24554094	-5.05889
2.306	0.69172752	-5.05889
5.406	-0.24554094	2.67417
3.733	2.54208701	-0.25407
5.235	1.18638612	2.94692
4.503	0.83258501	-1.20336
4.672	0.07394423	-0.86311
4.323	-0.24554094	1.82898
5.925	0.52957057	4.01798
2.354	0.82273216	-5.05889
5.392	-0.24554094	4.51726
1.954	1.34681479	-5.05889
3.642	-0.24554094	0.81767
5.788	0.48757429	0.50187
4.638	2.06554455	1.26173
2.162	1.19149914	-5.05889
5.137	-0.24554094	3.88331
3.858	-0.21139536	2.72546
4.645	0.52957057	3.92778
1.954	5.27772442	-5.05889
5.442	-0.08082094	3.17621
5.154	-0.24554094	6.77971
2.098	3.02529098	-5.05889
5.353	1.19850639	-1.64946
5.237	-0.24554094	6.2949
2.596	1.26852989	-5.05889
5.667	0.52957057	4.31026
4.312	-0.07466823	2.90304
5.001	2.96703198	-2.29863
5.58	-0.23521213	6.55536
5.127	0.71854309	3.32497
5.814	0.50616264	4.98541
5.291	-0.24554094	7.95832
2.162	1.55753236	-5.05889
5.432	0.6607219	3.26556
4.545	0.52957057	-5.05889
6.609	0.15993456	8.12069
4.956	-0.24554094	0.55954
2.022	0.68811451	-5.05889
4.275	0.55359787	4.83881
5.644	0.95865671	4.72371
2.102	0.67813093	-5.05889
5.342	0.66256416	3.37401
5.628	1.38804593	2.78712
5.659	1.0849347	5.08696
6.024	-0.24554094	3.60382
3.325	1.67628071	0.61499
5.741	-0.24554094	9.24116
1.954	0.8681474	-5.05889
5.889	-0.24554094	6.2231
5.442	0.60719769	4.70466
6.251	0.91139973	5.31127
2.556	1.5849959	-0.58798
5.356	1.75264561	-0.46788
4.504	0.56349249	2.08607
4.223	2.50790611	0.99535
4.19	-0.24554094	1.89768
5.548	-0.00282401	4.28911
4.88	0.04032781	5.9528
5.641	1.12890669	-3.51042
5.359	-0.23349783	2.72546
2.044	1.15270228	1.70669
2.499	0.78770615	-5.05889
6.106	1.21993329	7.95966
5.804	0.49068869	6.95782
4.169	-0.03829895	-0.719
3.163	2.28055535	-1.40923
4.206	1.2361065	1.62801
4.135	3.20196148	4.43876
5.592	0.80449098	6.41204
4.033	2.78131973	-1.20336
2.641	0.26068145	-5.05889
5.971	0.99420277	5.51084
5.481	-0.24554094	4.80046
2.386	0.81612573	-5.05889
4.83	1.10064768	1.57306
5.955	0.08360343	6.36935
2.121	-0.24554094	-5.05889
2.191	-0.24554094	-5.05889
2.162	0.90829757	-5.05889
4.877	-0.24554094	4.5638
5.949	-0.24554094	5.38091
4.31	0.49999276	1.48651
5.453	0.9794982	6.03006
5.365	0.31088622	4.39586
2.195	5.60201733	-5.05889
2.364	1.73305469	-5.05889
3.501	3.28324314	0.17286
4.747	0.68086034	-1.93783
4.812	-0.24554094	2.12479
3.13	2.29606954	0.24494
4.598	-0.1616459	0.24494
2.658	2.23917788	-5.05889
5.383	0.66899452	2.89186
4.314	0.50616264	-1.64946
2.252	1.45282706	-5.05889
2.315	0.91217422	-5.05889
1.954	-0.24554094	-5.05889
5.289	-0.24554094	2.23509
4.731	-0.24554094	1.96324
5.539	0.39308277	4.0231
2.075	1.28237424	-5.05889
5.697	0.04032781	1.78131
5.4	0.54563381	5.35264
4.952	-0.24554094	4.25461
5.41	1.04240583	5.3628
4.223	0.70430404	-5.05889
5.938	0.04032781	5.40274
4.537	-0.24554094	3.76572
4.347	1.66161256	-5.05889
5.191	-0.24554094	2.06631
2.402	0.59856193	-5.05889
4.384	1.35081939	1.11558
1.956	0.05723462	-5.05889
2.503	1.93672253	-5.05889
1.954	4.61916644	-5.05889
5.44	-0.24554094	5.60458
1.954	-0.24554094	-5.05889
2.12	0.6449651	-5.05889
2.211	0.80198592	-5.05889
1.973	0.44752785	0.71989
5.59	-0.23521213	8.1509
1.954	-0.24554094	-5.05889
4.63	3.798486	-5.05889
5.255	0.38640866	5.49984
5.17	0.62242388	2.94692
5.539	0.86575056	4.96154
5.368	1.47081247	0.17286
6.221	0.52957057	4.8533
5.427	2.07041319	1.68094
6.147	-0.24554094	3.93869
1.954	0.54663172	-5.05889
5.259	1.30437054	3.37401
